ID	GeneSymbol	Description	Log2FC	AdjPValue
B2RWB7	9630033F20Rik; Tigar	9630033F20Rik protein OS=Mus musculus OX=10090 GN=Tigar PE=1 SV=1	NA	NA
Q9CXJ4	Abcb8	"ATP-binding cassette sub-family B member 8, mitochondrial OS=Mus musculus OX=10090 GN=Abcb8 PE=1 SV=1"	-1.61	0.001525313
Q99LE6	Abcf2	ATP-binding cassette sub-family F member 2 OS=Mus musculus OX=10090 GN=Abcf2 PE=1 SV=1	6.64	NA
Q8K4F5	Abhd11	Protein ABHD11 OS=Mus musculus OX=10090 GN=Abhd11 PE=1 SV=1	1.02	0.002064122
E9Q030	Ablim1	Actin-binding LIM protein 1 OS=Mus musculus OX=10090 GN=Ablim1 PE=1 SV=1	-0.58	0.026601034
Q8BUZ1	Abra	Actin-binding Rho-activating protein OS=Mus musculus OX=10090 GN=Abra PE=1 SV=1	5.66	0.013767568
Q921H8	Acaa1a	"3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus OX=10090 GN=Acaa1a PE=1 SV=1"	-0.13	0.936245793
Q8BWT1	Acaa2	"3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus OX=10090 GN=Acaa2 PE=1 SV=3"	0.03	0.801390497
D3Z7X0	Acad12	"Acyl-Coenzyme A dehydrogenase family, member 12 OS=Mus musculus OX=10090 GN=Acad12 PE=1 SV=1"	-1.59	0.159957794
Q8JZN5	Acad9	"Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Mus musculus OX=10090 GN=Acad9 PE=1 SV=2"	-0.01	0.753142052
A0A0R4J083	Acadl	"Long-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadl PE=1 SV=1"	1.23	0.005551989
P45952	Acadm	"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadm PE=1 SV=1"	0.87	0.019003578
Q07417	Acads	"Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acads PE=1 SV=2"	0.74	0.055814932
Q7TMY2	Acadsb	"Acyl-Coenzyme A dehydrogenase, short/branched chain OS=Mus musculus OX=10090 GN=Acadsb PE=2 SV=1"	-0.29	0.68526227
P50544	Acadvl	"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadvl PE=1 SV=3"	0.15	0.959772494
Q3TQP7	Acat1	Uncharacterized protein OS=Mus musculus OX=10090 GN=Acat1 PE=2 SV=1	-0.39	0.020189125
Q3U3Q7	Ace	Angiotensin-converting enzyme OS=Mus musculus OX=10090 GN=Ace PE=2 SV=1	2.06	NA
Q99KI0	Aco2	"Aconitate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Aco2 PE=1 SV=1"	0.53	0.015053152
Q99L15	Acot1	Acot1 protein (Fragment) OS=Mus musculus OX=10090 GN=Acot1 PE=2 SV=1	NA	NA
Q9CQR4	Acot13	Acyl-coenzyme A thioesterase 13 OS=Mus musculus OX=10090 GN=Acot13 PE=1 SV=1	0.67	0.000331335
Q9QYR9	Acot2	"Acyl-coenzyme A thioesterase 2, mitochondrial OS=Mus musculus OX=10090 GN=Acot2 PE=1 SV=2"	2.06	0.000225722
E9PYH2	Acot7	Cytosolic acyl coenzyme A thioester hydrolase OS=Mus musculus OX=10090 GN=Acot7 PE=1 SV=1	3.36	6.54E-05
Q9R0X4	Acot9	"Acyl-coenzyme A thioesterase 9, mitochondrial OS=Mus musculus OX=10090 GN=Acot9 PE=1 SV=1"	3.5	0.001680239
Q8BW35	Acox1	Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 PE=2 SV=2	-1.91	0.005165162
Q8VCW8	Acsf2	"Acyl-CoA synthetase family member 2, mitochondrial OS=Mus musculus OX=10090 GN=Acsf2 PE=1 SV=1"	0.78	0.007895343
Q99NB1	Acss1	"Acetyl-coenzyme A synthetase 2-like, mitochondrial OS=Mus musculus OX=10090 GN=Acss1 PE=1 SV=1"	1.15	0.030598297
P68134	Acta1	"Actin, alpha skeletal muscle OS=Mus musculus OX=10090 GN=Acta1 PE=1 SV=1"	6.64	0.000442642
Q3U122	Acta2	Uncharacterized protein OS=Mus musculus OX=10090 GN=Acta2 PE=2 SV=1	0.01	0.975455143
B2RRX1	Actb	"Actin, beta OS=Mus musculus OX=10090 GN=Actb PE=2 SV=1"	0.76	0.000145727
Q8BFZ3	Actbl2	Beta-actin-like protein 2 OS=Mus musculus OX=10090 GN=Actbl2 PE=1 SV=1	NA	NA
Q9CXK3	Actc1	Uncharacterized protein OS=Mus musculus OX=10090 GN=Actc1 PE=2 SV=1	0.04	0.265497693
A1BN54	Actn1	Alpha actinin 1a OS=Mus musculus OX=10090 GN=Actn1 PE=1 SV=1	3.03	0.000603389
Q9JI91	Actn2	Alpha-actinin-2 OS=Mus musculus OX=10090 GN=Actn2 PE=1 SV=2	0.16	0.123304604
O88990	Actn3	Alpha-actinin-3 OS=Mus musculus OX=10090 GN=Actn3 PE=2 SV=1	-3.04	0.034775606
P61164	Actr1a	Alpha-centractin OS=Mus musculus OX=10090 GN=Actr1a PE=1 SV=1	2.89	0.012490874
P61161	Actr2	Actin-related protein 2 OS=Mus musculus OX=10090 GN=Actr2 PE=1 SV=1	3.13	0.001112068
Q3TGW0	Actr3	Uncharacterized protein OS=Mus musculus OX=10090 GN=Actr3 PE=2 SV=1	2.45	0.16494945
Q3TZE2	Adam11	Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Adam11 PE=2 SV=1	NA	NA
Q60936	Adck3; Coq8a	"Atypical kinase COQ8A, mitochondrial OS=Mus musculus OX=10090 GN=Coq8a PE=1 SV=2"	-0.32	0.540056435
Q8R0N6	Adhfe1	"Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Adhfe1 PE=1 SV=2"	-0.54	0.626803125
A0A0N4SVK8	Adprhl1	[Protein ADP-ribosylarginine] hydrolase-like protein 1 OS=Mus musculus OX=10090 GN=Adprhl1 PE=1 SV=1	2.14	0.000388636
Q3UBP0	Adssl1	Adenylosuccinate synthetase isozyme 1 OS=Mus musculus OX=10090 GN=Adssl1 PE=2 SV=1	2.08	6.67E-05
Q920A7	Afg3l1	AFG3-like protein 1 OS=Mus musculus OX=10090 GN=Afg3l1 PE=1 SV=2	NA	NA
Q3UDQ7	Afg3l2	Uncharacterized protein OS=Mus musculus OX=10090 GN=Afg3l2 PE=2 SV=1	0.8	0.071967396
Q9ESW4	Agk	"Acylglycerol kinase, mitochondrial OS=Mus musculus OX=10090 GN=Agk PE=1 SV=1"	NA	NA
A2AL50	Agps	Alkylglycerone-phosphate synthase OS=Mus musculus OX=10090 GN=Agps PE=1 SV=1	NA	NA
E9Q616	Ahnak	AHNAK nucleoprotein (desmoyokin) OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1	1.06	4.87E-05
Q3V2E3	AI462493; Uqcc3	"MCG17864, isoform CRA_b OS=Mus musculus OX=10090 GN=Uqcc3 PE=1 SV=1"	0.46	0.024040305
Q9Z0X1	Aifm1	"Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Aifm1 PE=1 SV=1"	-0.18	0.042316412
Q9R0Y5	Ak1	Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1 PE=1 SV=1	1.06	0.074879876
Q9WTP6	Ak2	"Adenylate kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=5"	1.04	0.000763844
Q9D8W6	Ak3	"GTP:AMP phosphotransferase AK3, mitochondrial OS=Mus musculus OX=10090 GN=Ak3 PE=2 SV=1"	1.11	0.002083581
Q9WUR9	Ak4	"Adenylate kinase 4, mitochondrial OS=Mus musculus OX=10090 GN=Ak4 PE=1 SV=1"	0.98	0.054223176
O08715	Akap1	"A-kinase anchor protein 1, mitochondrial OS=Mus musculus OX=10090 GN=Akap1 PE=1 SV=4"	0.25	0.11412315
Q69ZV5	Akap2	MKIAA0920 protein (Fragment) OS=Mus musculus OX=10090 GN=mKIAA0920 PE=2 SV=1	2.55	4.42E-05
Q05BP5	Aktip	Aktip protein (Fragment) OS=Mus musculus OX=10090 GN=Aktip PE=2 SV=1	NA	NA
Q546G4	Alb	Albumin 1 OS=Mus musculus OX=10090 GN=Alb PE=1 SV=1	1.47	0.000473579
Q3TWN8	Aldh18a1	Delta-1-pyrroline-5-carboxylate synthase OS=Mus musculus OX=10090 GN=Aldh18a1 PE=2 SV=1	4.9	NA
Q9CZS1	Aldh1b1	"Aldehyde dehydrogenase X, mitochondrial OS=Mus musculus OX=10090 GN=Aldh1b1 PE=1 SV=1"	2.22	0.027979355
Q8K009	Aldh1l2	Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l2 PE=1 SV=2	2.26	0.01911315
Q544B1	Aldh2	"Aldehyde dehydrogenase 2, mitochondrial, isoform CRA_b OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1"	1.34	0.051909064
Q8CHT0	Aldh4a1	"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh4a1 PE=1 SV=3"	-0.08	0.709569634
Q8BWF0	Aldh5a1	"Succinate-semialdehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh5a1 PE=1 SV=1"	1.84	0.006406384
Q9EQ20	Aldh6a1	"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Mus musculus OX=10090 GN=Aldh6a1 PE=1 SV=1"	-0.06	0.893670286
A6ZI44	Aldoa	Fructose-bisphosphate aldolase OS=Mus musculus OX=10090 GN=Aldoa PE=1 SV=1	0.45	0.000146449
Q9CPQ9	Aldoart1	Fructose-bisphosphate aldolase OS=Mus musculus OX=10090 GN=Aldoart1 PE=1 SV=1	NA	NA
Q9D6Z0	Alkbh7	"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial OS=Mus musculus OX=10090 GN=Alkbh7 PE=1 SV=1"	2.5	NA
D3YUT2	Alpk3	Alpha-protein kinase 3 OS=Mus musculus OX=10090 GN=Alpk3 PE=1 SV=1	0.48	0.71938289
O09174	Amacr	Alpha-methylacyl-CoA racemase OS=Mus musculus OX=10090 GN=Amacr PE=1 SV=4	0.31	0.249686124
A0A1L1SRX2	Ampd3	AMP deaminase OS=Mus musculus OX=10090 GN=Ampd3 PE=1 SV=1	6.64	NA
G5E8J2	Ank1	"Ankyrin 1, erythroid OS=Mus musculus OX=10090 GN=Ank1 PE=1 SV=1"	-0.14	0.472902686
Q8C8R3	Ank2	Ankyrin-2 OS=Mus musculus OX=10090 GN=Ank2 PE=1 SV=2	-0.35	0.842197197
W6PPA1	Ank3	270-kDa ankyrinG OS=Mus musculus OX=10090 GN=Ank3 PE=4 SV=1	1.05	0.039956454
Q9CR42	Ankrd1	Ankyrin repeat domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ankrd1 PE=1 SV=1	5.18	4.42E-05
Q8BZM2	Anks1b	Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Anks1b PE=2 SV=1	0.13	0.828681145
Q9CZI7	Anxa2	Annexin OS=Mus musculus OX=10090 GN=Anxa2 PE=2 SV=1	2.47	0.001589646
Q3V2Z4	Anxa6	Annexin OS=Mus musculus OX=10090 PE=2 SV=1	0.3	0.409850195
O70423	Aoc3	Membrane primary amine oxidase OS=Mus musculus OX=10090 GN=Aoc3 PE=1 SV=3	NA	NA
Q8CC13	Ap1b1	AP complex subunit beta OS=Mus musculus OX=10090 GN=Ap1b1 PE=2 SV=1	NA	NA
Q6PEE6	Ap2a2	AP-2 complex subunit alpha OS=Mus musculus OX=10090 GN=Ap2a2 PE=2 SV=1	1.75	2.96E-05
Q6A0C9	Ap2m1	MKIAA0109 protein (Fragment) OS=Mus musculus OX=10090 GN=Ap2m1 PE=2 SV=1	1.17	0.000134125
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein OS=Mus musculus OX=10090 GN=Apmap PE=1 SV=1	0.9	0.023080143
Q00623	Apoa1	Apolipoprotein A-I OS=Mus musculus OX=10090 GN=Apoa1 PE=1 SV=2	0.51	0.127426826
Q9WV35	Apobec2	C->U-editing enzyme APOBEC-2 OS=Mus musculus OX=10090 GN=Apobec2 PE=1 SV=1	0.81	0.003430949
E9QP56	Apoc3	Apolipoprotein C-III OS=Mus musculus OX=10090 GN=Apoc3 PE=1 SV=1	0.59	0.402575914
Q3TX45	Apoe	Uncharacterized protein OS=Mus musculus OX=10090 GN=Apoe PE=2 SV=1	0.9	4.40E-05
Q01339	Apoh	Beta-2-glycoprotein 1 OS=Mus musculus OX=10090 GN=Apoh PE=1 SV=1	0.67	0.024923422
Q9DCZ4	Apoo	MICOS complex subunit Mic26 OS=Mus musculus OX=10090 GN=Apoo PE=1 SV=2	0.4	0.067580428
Q78IK4	Apool	MICOS complex subunit Mic27 OS=Mus musculus OX=10090 GN=Apool PE=1 SV=1	-0.11	0.248547752
Q02013	Aqp1	Aquaporin-1 OS=Mus musculus OX=10090 GN=Aqp1 PE=1 SV=3	0.39	0.153260058
Q8BV50	Arid4b	Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Arid4b PE=2 SV=1	NA	NA
Q8R5J9	Arl6ip5	PRA1 family protein 3 OS=Mus musculus OX=10090 GN=Arl6ip5 PE=1 SV=2	1.11	0.001064594
Q9D7A8	Armc1	Armadillo repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Armc1 PE=1 SV=1	0.72	0.004707439
Q9R0Q6	Arpc1a	Actin-related protein 2/3 complex subunit 1A OS=Mus musculus OX=10090 GN=Arpc1a PE=1 SV=1	2.55	NA
Q3U094	Arpc1b	Actin-related protein 2/3 complex subunit OS=Mus musculus OX=10090 GN=Arpc1b PE=2 SV=1	2.43	3.24E-06
Q9CVB6	Arpc2	Actin-related protein 2/3 complex subunit 2 OS=Mus musculus OX=10090 GN=Arpc2 PE=1 SV=3	6.64	NA
Q9JM76	Arpc3	Actin-related protein 2/3 complex subunit 3 OS=Mus musculus OX=10090 GN=Arpc3 PE=1 SV=3	1.41	5.07E-06
P59999	Arpc4	Actin-related protein 2/3 complex subunit 4 OS=Mus musculus OX=10090 GN=Arpc4 PE=1 SV=3	1.14	6.06E-06
Q3TK56	Arpc5	Actin-related protein 2/3 complex subunit 5 (Fragment) OS=Mus musculus OX=10090 GN=Arpc5 PE=2 SV=1	1.25	0.000671744
Q9D898	Arpc5l	Actin-related protein 2/3 complex subunit 5-like protein OS=Mus musculus OX=10090 GN=Arpc5l PE=1 SV=1	1.59	1.67E-05
O35085	Arx	Homeobox protein ARX OS=Mus musculus OX=10090 GN=Arx PE=1 SV=3	1.06	0.130695462
Q9CR06	Asph	"Aspartate-beta-hydroxylase, isoform CRA_a OS=Mus musculus OX=10090 GN=Asph PE=1 SV=1"	-0.09	0.935250747
Q9D5T0	Atad1	ATPase family AAA domain-containing protein 1 OS=Mus musculus OX=10090 GN=Atad1 PE=1 SV=1	-0.23	0.455797816
Q925I1	Atad3a	ATPase family AAA domain-containing protein 3 OS=Mus musculus OX=10090 GN=Atad3 PE=1 SV=1	0.6	0.03492294
Q3U2B7	Atp11b	Phospholipid-transporting ATPase OS=Mus musculus OX=10090 GN=Atp11b PE=2 SV=1	NA	NA
Q8VDN2	Atp1a1	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Mus musculus OX=10090 GN=Atp1a1 PE=1 SV=1	0.68	0.000469661
Q6ZQ49	Atp1a2	Sodium/potassium-transporting ATPase subunit alpha (Fragment) OS=Mus musculus OX=10090 GN=Atp1a2 PE=2 SV=1	0.74	0.002476813
Q3TSQ1	Atp1b1	Sodium/potassium-transporting ATPase subunit beta OS=Mus musculus OX=10090 GN=Atp1b1 PE=2 SV=1	0.64	0.000202116
O55143	Atp2a2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Mus musculus OX=10090 GN=Atp2a2 PE=1 SV=2	0.48	0.002874145
Q03265	Atp5a1	"ATP synthase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1a PE=1 SV=1"	-0.45	0.00583968
P56480	Atp5b	"ATP synthase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1b PE=1 SV=2"	-0.27	0.032916196
A2AKU9	Atp5c1	ATP synthase subunit gamma OS=Mus musculus OX=10090 GN=Atp5c1 PE=1 SV=1	-0.27	0.07899263
Q8C2Q8	Atp5c1	ATP synthase subunit gamma OS=Mus musculus OX=10090 GN=Atp5c1 PE=1 SV=1	1.27	0.146593482
Q4FK74	Atp5d	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit, isoform CRA_c OS=Mus musculus OX=10090 GN=Atp5d PE=1 SV=1"	-0.62	0.017082604
P56382	Atp5e	"ATP synthase subunit epsilon, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1e PE=1 SV=2"	-0.65	0.790495888
Q3TJD4	Atp5f1	Uncharacterized protein OS=Mus musculus OX=10090 GN=Atp5f1 PE=2 SV=1	-0.43	0.011819272
Q9DCX2	Atp5h	"ATP synthase subunit d, mitochondrial OS=Mus musculus OX=10090 GN=Atp5pd PE=1 SV=3"	-0.86	4.85E-06
P97450	Atp5j	"ATP synthase-coupling factor 6, mitochondrial OS=Mus musculus OX=10090 GN=Atp5pf PE=1 SV=1"	-0.84	0.000718749
Q5EBI8	Atp5k	"ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit e OS=Mus musculus OX=10090 GN=Atp5k PE=2 SV=1"	-0.64	0.000772833
Q9CPQ8	Atp5l	"ATP synthase subunit g, mitochondrial OS=Mus musculus OX=10090 GN=Atp5mg PE=1 SV=1"	-0.25	0.077550767
Q9DB20	Atp5o; LOC100047429; LOC102641678	"ATP synthase subunit O, mitochondrial OS=Mus musculus OX=10090 GN=Atp5po PE=1 SV=1"	-0.4	0.001113444
P50518	Atp6v1e1	V-type proton ATPase subunit E 1 OS=Mus musculus OX=10090 GN=Atp6v1e1 PE=1 SV=2	3.17	3.11E-05
A0A0R4J023	Auh	"Methylglutaconyl-CoA hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Auh PE=1 SV=1"	-0.24	0.088692331
Q3TBC5	Avil	Uncharacterized protein OS=Mus musculus OX=10090 GN=Avil PE=2 SV=1	0.24	0.660403382
Q8BHT6	B3galtl; B3glct	"Beta-1,3-glucosyltransferase OS=Mus musculus OX=10090 GN=B3glct PE=1 SV=3"	NA	NA
Q91YN9	Bag2	BAG family molecular chaperone regulator 2 OS=Mus musculus OX=10090 GN=Bag2 PE=1 SV=1	1.38	0.000134255
A6H663	Bag3	BCL2-associated athanogene 3 OS=Mus musculus OX=10090 GN=Bag3 PE=2 SV=1	1.08	0.003177456
O54962	Banf1	Barrier-to-autointegration factor OS=Mus musculus OX=10090 GN=Banf1 PE=1 SV=1	1.7	2.45E-05
Q6RUT7	BC003965	Protein CCSMST1 OS=Mus musculus OX=10090 GN=Ccsmst1 PE=1 SV=1	-0.1	0.867010737
Q5U445	BC085271	cDNA sequence BC085271 OS=Mus musculus OX=10090 GN=BC085271 PE=2 SV=1	6.64	NA
Q504N7	BC094916; Ifi214	Pyrin and HIN domain-containing protein 1-like OS=Mus musculus OX=10090 PE=2 SV=1	NA	NA
Q9R069	Bcam	Basal cell adhesion molecule OS=Mus musculus OX=10090 GN=Bcam PE=1 SV=1	0.86	0.00362271
Q3U3J1	Bckdha	2-oxoisovalerate dehydrogenase subunit alpha OS=Mus musculus OX=10090 GN=Bckdha PE=1 SV=1	0	0.716398241
P59017	Bcl2l13	Bcl-2-like protein 13 OS=Mus musculus OX=10090 GN=Bcl2l13 PE=1 SV=2	-0.68	0.016164519
A8DUK4	Beta-s; Hbb-bs; Hbb-bt; Hbb-b1	Beta-globin OS=Mus musculus OX=10090 GN=Hbb-bs PE=1 SV=1	2.08	0.00012137
P28653	Bgn	Biglycan OS=Mus musculus OX=10090 GN=Bgn PE=1 SV=1	3.82	0.000554512
Q923D2	Blvrb	Flavin reductase (NADPH) OS=Mus musculus OX=10090 GN=Blvrb PE=1 SV=3	6.64	NA
Q9D8S9	Bola1	BolA-like protein 1 OS=Mus musculus OX=10090 GN=Bola1 PE=1 SV=1	2.82	4.07E-05
Q3TDN8	Bphl	Uncharacterized protein OS=Mus musculus OX=10090 GN=Bphl PE=2 SV=1	2.22	6.65E-05
K3W4Q8	Bsg	Basigin OS=Mus musculus OX=10090 GN=Bsg PE=1 SV=1	0.42	0.003460856
Q3UJR8	Btf3	Transcription factor BTF3 OS=Mus musculus OX=10090 GN=Btf3 PE=2 SV=1	0.68	0.008346321
Q9ES83	Bves	Blood vessel epicardial substance OS=Mus musculus OX=10090 GN=Bves PE=1 SV=1	0.09	0.573744142
Q91VK1	Bzw2	Basic leucine zipper and W2 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Bzw2 PE=1 SV=1	1.33	0.001114885
Q8VE95	C030006K11Rik	UPF0598 protein C8orf82 homolog OS=Mus musculus OX=10090 PE=1 SV=1	1.43	6.08E-05
Q8R5L1	C1qbp	"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Mus musculus OX=10090 GN=C1qbp PE=1 SV=1"	1.08	0.001113444
Q9QUF7	C4a	Slp protein (Fragment) OS=Mus musculus OX=10090 GN=Slp PE=4 SV=1	3.62	NA
Q8BGT4	C8b	Complement component 8 beta subunit (Fragment) OS=Mus musculus OX=10090 PE=4 SV=1	NA	NA
Q8VCQ8	Cald1	Caldesmon 1 OS=Mus musculus OX=10090 GN=Cald1 PE=1 SV=1	0.82	0.000266774
P0DP27	Calm3; Calm1; Calm2	Calmodulin-2 OS=Mus musculus OX=10090 GN=Calm2 PE=1 SV=1	0.87	0.000161132
Q3UWP8	Calr	Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Calr PE=2 SV=1	2.22	0.000621937
Q3TUF3	Calu	"Calumenin, isoform CRA_a OS=Mus musculus OX=10090 GN=Calu PE=1 SV=1"	3.02	0.002796792
E9Q1W0	Camk2d	Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Mus musculus OX=10090 GN=Camk2d PE=1 SV=2	1.4	0.000334838
Q3TXE5	Canx	Uncharacterized protein OS=Mus musculus OX=10090 GN=Canx PE=2 SV=1	0.71	0.000152071
Q3UNQ0	Cap1	Adenylyl cyclase-associated protein OS=Mus musculus OX=10090 GN=Cap1 PE=2 SV=1	1.46	0.000400871
Q8BKZ3	Cap2	Adenylyl cyclase-associated protein OS=Mus musculus OX=10090 GN=Cap2 PE=2 SV=1	6.64	NA
Q3UFZ6	Caprin1	Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Caprin1 PE=2 SV=1	-0.32	0.825241255
Q3UBZ3	Capza2	F-actin-capping protein subunit alpha OS=Mus musculus OX=10090 GN=Capza2 PE=2 SV=1	-0.09	0.546328109
P47757	Capzb	F-actin-capping protein subunit beta OS=Mus musculus OX=10090 GN=Capzb PE=1 SV=3	0.24	0.296618222
P00920	Car2	Carbonic anhydrase 2 OS=Mus musculus OX=10090 GN=Ca2 PE=1 SV=4	1.15	0.020996281
Q9CZ42	Carkd; Naxd	ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Mus musculus OX=10090 GN=Naxd PE=1 SV=1	2.95	0.007043114
O09161	Casq2	Calsequestrin-2 OS=Mus musculus OX=10090 GN=Casq2 PE=1 SV=3	-0.35	0.006977332
Q8CE04	Cast	Calpastatin OS=Mus musculus OX=10090 GN=Cast PE=1 SV=1	2.49	0.003278404
Q8C6E3	Cat	Catalase OS=Mus musculus OX=10090 GN=Cat PE=2 SV=1	0.9	0.000372238
P51637	Cav3	Caveolin-3 OS=Mus musculus OX=10090 GN=Cav3 PE=1 SV=1	0.22	0.009780004
P08074	Cbr2	Carbonyl reductase [NADPH] 2 OS=Mus musculus OX=10090 GN=Cbr2 PE=1 SV=1	1.31	0.022860045
