Gene	Gene synonym	Ensembl	Uniprot	Subcellular main location
AP1B1	ADTB1, AP105A, BAM22, CLAPB2	ENSG00000100280	Q10567	Golgi apparatus, Vesicles
AP1S1	AP19, CLAPS1, EKV3, SIGMA1A, WUGSC:H_DJ0747G18.2	ENSG00000106367	P61966	Golgi apparatus, Vesicles
AP1S2	MRX59, MRXS5, PGS, SIGMA1B	ENSG00000182287	P56377	Golgi apparatus, Vesicles
AP3B1	ADTB3A, HPS2	ENSG00000132842	O00203	Nucleoplasm
AP3B2	NAPTB	ENSG00000103723	Q13367	Golgi apparatus
AP5B1	AP-5, DKFZp761E198, PP1030	ENSG00000254470	Q2VPB7	Nucleoplasm, Vesicles
APAF1	APAF-1, CED4	ENSG00000120868	O14727	Nucleoplasm, Cytosol
APBA1	D9S411E, MINT1, X11	ENSG00000107282	Q02410	Golgi apparatus
APBA2	D15S1518E, HsT16821, LIN-10, MGC:14091, MINT2, X11L	ENSG00000034053	Q99767	Golgi apparatus
APOH	B2G1, BG	ENSG00000091583	P02749	Golgi apparatus
APOM	ApoM, G3a, NG20	ENSG00000204444	O95445	Golgi apparatus
APP	AD1	ENSG00000142192	P05067	Golgi apparatus
ARCN1	COPD	ENSG00000095139	P48444	Vesicles
ARFGAP1	ARF1GAP, bA261N11.3, FLJ10767	ENSG00000101199	Q8N6T3	Golgi apparatus, Vesicles
ARFGAP2	FLJ14576, IRZ, Zfp289, ZNF289	ENSG00000149182	Q8N6H7	Golgi apparatus
ARFGAP3	ARFGAP1	ENSG00000242247	Q9NP61	Cytosol
ARFGEF1	ARFGEP1, BIG1, DKFZP434L057, p200	ENSG00000066777	Q9Y6D6	Golgi apparatus
ARFGEF2	BIG2	ENSG00000124198	Q9Y6D5	Golgi apparatus
ARFIP1	HSU52521	ENSG00000164144	P53367	Golgi apparatus, Vesicles
ARFIP2	POR1	ENSG00000132254	P53365	Nucleoplasm, Nucleoli fibrillar center, Golgi apparatus
ARFRP1	ARL18, ARP, Arp1	ENSG00000101246	Q13795	Golgi apparatus
ARHGAP15	BM046	ENSG00000075884	Q53QZ3	Golgi apparatus, Vesicles
ARHGAP32	GC-GAP, GRIT, KIAA0712, MGC1892, RICS	ENSG00000134909	A7KAX9	Golgi apparatus
ARHGEF10L	FLJ10521, KIAA1626	ENSG00000074964	Q9HCE6	Golgi apparatus, Vesicles, Cytosol
ARIH1	ARI, HARI, HHARI, UBCH7BP	ENSG00000166233	Q9Y4X5	Golgi apparatus
ARL1	ARFL1	ENSG00000120805	P40616	Golgi apparatus
ARL15	ARFRP2, FLJ20051	ENSG00000185305	Q9NXU5	Golgi apparatus
ARL2	ARFL2	ENSG00000213465	P36404	Nucleoplasm
ARL4D	ARF4L	ENSG00000175906	P49703	Vesicles
ARMCX3	ALEX3, GASP6	ENSG00000102401	Q9UH62	Nucleoplasm
ARPC2	ARC34, p34-Arc	ENSG00000163466	O15144	Cytosol
ARSA		ENSG00000100299	P15289	Golgi apparatus
ARSB		ENSG00000113273	P15848	Golgi apparatus
ARSE	CDPX, CDPX1	ENSG00000157399	P51690	Golgi apparatus
ARSI	FLJ16069, SPG66	ENSG00000183876	Q5FYB1	Golgi apparatus
ASB13	FLJ13134, MGC19879	ENSG00000196372	Q8WXK3	Nucleoplasm, Golgi apparatus
ASB7		ENSG00000183475	Q9H672	Golgi apparatus, Vesicles
ASCC3	ASC1p200, dJ121G13.4, dJ467N11.1, HELIC1, RNAH	ENSG00000112249	Q8N3C0	Cytosol
ASH1L	ASH1, ASH1L1, huASH1, KMT2H	ENSG00000116539	Q9NR48	Nucleoplasm, Golgi apparatus
ASIC1	ACCN2, BNaC2, hBNaC2	ENSG00000110881	P78348	Golgi apparatus, Plasma membrane
ASIC4	ACCN4, BNAC4	ENSG00000072182	Q96FT7	Golgi apparatus, Centriolar satellite
ASTN1	ASTN	ENSG00000152092	O14525	Golgi apparatus, Vesicles
ATAT1	C6orf134, Em:AB023049.7, FLJ13158, MEC17	ENSG00000137343	Q5SQI0	Golgi apparatus, Cytosol
ATP2C1	ATP2C1A, BCPM, KIAA1347, PMR1, SPCA1	ENSG00000017260	P98194	Golgi apparatus
ATP6V0A1	a1, ATP6N1, ATP6N1A, Stv1, Vph1, VPP1	ENSG00000033627	Q93050	Golgi apparatus, Vesicles
ATP7A	MNK	ENSG00000165240	Q04656	Golgi apparatus, Vesicles
ATP7B	WND	ENSG00000123191	P35670	Golgi apparatus
ATR	FRP1, MEC1, SCKL, SCKL1	ENSG00000175054	Q13535	Nucleoplasm
B2M		ENSG00000166710	P61769	Golgi apparatus, Plasma membrane
B3GALNT2	MGC39558	ENSG00000162885	Q8NCR0	Nucleoplasm
B3GNT9	MGC4655	ENSG00000237172	Q6UX72	Golgi apparatus
B4GALNT3	B4GalNac-T3, FLJ16224, FLJ40362	ENSG00000139044	Q6L9W6	Golgi apparatus
B4GALT1	beta4Gal-T1, GGTB2	ENSG00000086062	P15291	Golgi apparatus
B4GALT2	beta4Gal-T2	ENSG00000117411	O60909	Golgi apparatus, Vesicles
B4GALT3	beta4Gal-T3	ENSG00000158850	O60512	Golgi apparatus
B4GALT4	beta4Gal-T4	ENSG00000121578	O60513	Golgi apparatus
BCL6	BCL5, BCL6A, LAZ3, ZBTB27, ZNF51	ENSG00000113916	P41182	Nucleoplasm
BEGAIN	KIAA1446	ENSG00000183092	Q9BUH8	Nucleoplasm, Golgi apparatus, Cytosol
BET1L	GOLIM3, GS15	ENSG00000177951	Q9NYM9	Golgi apparatus
BGN	DSPG1, SLRR1A	ENSG00000182492	P21810	Golgi apparatus
BHLHA15	bHLHa15, BHLHB8, MIST1	ENSG00000180535	Q7RTS1	Nucleoplasm, Golgi apparatus
BICD2	KIAA0699	ENSG00000185963	Q8TD16	Golgi apparatus, Plasma membrane, Cytosol
BIRC6	BRUCE	ENSG00000115760	Q9NR09	Golgi apparatus, Vesicles
BLOC1S3	BLOS3, HPS8	ENSG00000189114	Q6QNY0	Golgi apparatus
BLZF1	JEM-1	ENSG00000117475	Q9H2G9	Golgi apparatus
BROX	C1orf58, FLJ32421	ENSG00000162819	Q5VW32	Golgi apparatus
BRSK2	C11orf7, PEN11B, STK29	ENSG00000174672	Q8IWQ3	Golgi apparatus
BSDC1	FLJ10276, RP4-811H24.7	ENSG00000160058	Q9NW68	Golgi apparatus
BST2	CD317, tetherin	ENSG00000130303	Q10589	Golgi apparatus, Plasma membrane, Cytosol
BTG4	APRO3, PC3B	ENSG00000137707	Q9NY30	Endoplasmic reticulum, Golgi apparatus
C12orf40	FLJ40126	ENSG00000180116	Q86WS4	Golgi apparatus
C12orf43	FLJ12448	ENSG00000157895	Q96C57	Nucleoli
C16orf58	FLJ13868	ENSG00000140688	Q96GQ5	Nucleoli, Golgi apparatus, Vesicles
C17orf75	NJMU-R1, SRI2	ENSG00000108666	Q9HAS0	Golgi apparatus, Cytosol
C19orf18	MGC41906	ENSG00000177025	Q8NEA5	Golgi apparatus
C19orf24	FLJ20640	ENSG00000228300	Q9BVV8	Nuclear speckles
C19orf38	HIDE1	ENSG00000214212	A8MVS5	Cytosol
C1QTNF2	CTRP2	ENSG00000145861	Q9BXJ5	Golgi apparatus, Centrosome
C1QTNF3	2310005P21Rik, Corcs, Cors, Cors-26, CTRP3	ENSG00000082196	Q9BXJ4	Golgi apparatus
C20orf196	FLJ25067	ENSG00000171984	Q8IYI0	Endoplasmic reticulum, Golgi apparatus, Vesicles
C2orf54	FLJ22671	ENSG00000172478	Q08AI8	Nucleoplasm, Golgi apparatus
C2orf80	GONDA1, LOC389073	ENSG00000188674	Q0P641	Golgi apparatus
C3orf67	FLJ42117, FLJ42930	ENSG00000163689	Q6ZVT6	Golgi apparatus
C4orf33	FLJ33703	ENSG00000151470	Q8N1A6	Golgi apparatus
C5orf15	HTGN29, KCT2	ENSG00000113583	Q8NC54	Golgi apparatus
C5orf38	CEI, IRX2NB	ENSG00000186493	Q86SI9	Golgi apparatus, Vesicles
C6orf132	bA7K24.2	ENSG00000188112	Q5T0Z8	Golgi apparatus, Cytosol
C8orf34	vest-1, VEST1	ENSG00000165084	Q49A92	Nucleoplasm, Nucleoli
C9orf64	MGC10999	ENSG00000165118	Q5T6V5	Golgi apparatus
C9orf85	MGC61599	ENSG00000155621	Q96MD7	Golgi apparatus
CACNB3	CACNLB3	ENSG00000167535	P54284	Golgi apparatus, Vesicles
CALHM5	C6orf188, dJ493F7.3, FAM26E, MGC45451	ENSG00000178033	Q8N5C1	Golgi apparatus
CALML4	MGC4809, NY-BR-20	ENSG00000129007	Q96GE6	Golgi apparatus
CAND1	DKFZp434M1414, KIAA0829, TIP120, TIP120A	ENSG00000111530	Q86VP6	Nucleoplasm, Golgi apparatus, Cytosol
CASC4	DKFZp459F1927, H63	ENSG00000166734	Q6P4E1	Golgi apparatus
CASP10	MCH4	ENSG00000003400	Q92851	Golgi apparatus
CAV1	CAV	ENSG00000105974	Q03135	Golgi apparatus
CAVIN4	cavin-4, MURC	ENSG00000170681	Q5BKX8	Golgi apparatus, Plasma membrane
CCAR1	CARP-1, CARP1, FLJ10590	ENSG00000060339	Q8IX12	Nucleoplasm
CCDC146	KIAA1505	ENSG00000135205	Q8IYE0	Golgi apparatus, Vesicles
CCDC154	C16orf29, LOC645811	ENSG00000197599	A6NI56	Plasma membrane
CCDC170	bA282P11.1, C6orf97, FLJ23305	ENSG00000120262	Q8IYT3	Golgi apparatus
CCDC186	C10orf118, FLJ10188, FLJ35301	ENSG00000165813	Q7Z3E2	Golgi apparatus
CCDC25	FLJ10853	ENSG00000147419	Q86WR0	Nucleoplasm, Golgi apparatus
CCDC68	SE57-1	ENSG00000166510	Q9H2F9	Golgi apparatus
CCDC69	DKFZP434C171, FLJ13705	ENSG00000198624	A6NI79	Plasma membrane
CCDC71L	C7orf74, FLJ36031	ENSG00000253276	Q8N9Z2	Golgi apparatus, Actin filaments
CCDC91	DKFZp779L1558, FLJ11088, p56	ENSG00000123106	Q7Z6B0	Golgi apparatus
CCL15	HCC-2, HMRP-2B, Lkn-1, MIP-1d, MIP-5, NCC-3, SCYA15, SCYL3	ENSG00000275718	Q16663	Golgi apparatus
CCL2	GDCF-2, HC11, MCAF, MCP-1, MCP1, MGC9434, SCYA2, SMC-CF	ENSG00000108691	P13500	Golgi apparatus
CCNB2	HsT17299	ENSG00000157456	O95067	Cytosol
CCNI	CCNI1	ENSG00000118816	Q14094	Golgi apparatus
CCNI2	FLJ16793	ENSG00000205089	Q6ZMN8	Golgi apparatus
CCNJ	bA690P14.1, FLJ10895	ENSG00000107443	Q5T5M9	Nucleoplasm, Golgi apparatus
CCPG1	CPR8, KIAA1254	ENSG00000260916	Q9ULG6	Golgi apparatus
CD300C	CMRF-35A, CMRF35, CMRF35A, IGSF16, LIR	ENSG00000167850	Q08708	Golgi apparatus
CD36	FAT, GP3B, GP4, GPIV, SCARB3	ENSG00000135218	P16671	Golgi apparatus
CD44	CD44R, CSPG8, HCELL, IN, MC56, MDU2, MDU3, MIC4, Pgp1	ENSG00000026508	P16070	Plasma membrane
CD59	16.3A5, EJ16, EJ30, EL32, G344, MIC11, MIN1, MIN2, MIN3, MSK21, p18-20	ENSG00000085063	P13987	Golgi apparatus, Vesicles
CD68	DKFZp686M18236, GP110, LAMP4, macrosialin, SCARD1	ENSG00000129226	P34810	Golgi apparatus, Vesicles
CD74	DHLAG	ENSG00000019582	P04233	Golgi apparatus
CD99	MIC2	ENSG00000002586	P14209	Golgi apparatus
CDC123	C10orf7, D123	ENSG00000151465	O75794	Nucleoplasm, Golgi apparatus
CDC25A		ENSG00000164045	P30304	Golgi apparatus
CDH1	CD324, UVO, uvomorulin	ENSG00000039068	P12830	Plasma membrane, Cell Junctions
CDH15	CDH14, CDH3	ENSG00000129910	P55291	Golgi apparatus, Plasma membrane
CDK15	ALS2CR7, PFTAIRE2, PFTK2	ENSG00000138395	Q96Q40	Nucleoplasm
CDR1	CDR, CDR34, CDR62A	ENSG00000184258	P51861	Nucleoplasm, Golgi apparatus, Centrosome
CEP112	CCDC46, MGC33887	ENSG00000154240	Q8N8E3	Golgi apparatus
CEP83	CCDC41, NPHP18, NY-REN-58	ENSG00000173588		Golgi apparatus
CEP85	CCDC21, DKFZP434L0117	ENSG00000130695	Q6P2H3	Nucleoli
CES2	CE-2, CES2A1, iCE	ENSG00000172831	O00748	Golgi apparatus, Cytosol
CGREF1	CGR11	ENSG00000138028	Q99674	Golgi apparatus
CHEK2	bA444G7, CDS1, CHK2, HuCds1, PP1425, RAD53	ENSG00000183765	O96017	Nucleoplasm
CHI3L1	GP39, YKL40	ENSG00000133048	P36222	Golgi apparatus
CHRM4		ENSG00000180720	P08173	Golgi apparatus
CHST11	C4ST, C4St-1, C4ST1, HSA269537	ENSG00000171310	Q9NPF2	Golgi apparatus
CHST12	C4S-2, C4ST2	ENSG00000136213	Q9NRB3	Golgi apparatus
CHST2	C6ST	ENSG00000175040	Q9Y4C5	Golgi apparatus
CHST3	C6ST, C6ST1	ENSG00000122863	Q7LGC8	Golgi apparatus, Cytosol
CLASP2	KIAA0627	ENSG00000163539	O75122	Golgi apparatus
CLCN5	ClC-5, CLC5, DENTS, hCIC-K2, hClC-K2, NPHL1, NPHL2, XLRH, XRN	ENSG00000171365	P51795	Golgi apparatus, Plasma membrane
CLEC14A	C14orf27	ENSG00000176435	Q86T13	Endoplasmic reticulum, Golgi apparatus
CLEC2D	CLAX, LLT1, OCIL	ENSG00000069493	Q9UHP7	Golgi apparatus
CLSPN		ENSG00000092853	Q9HAW4	Nucleoplasm, Golgi apparatus
CMTM4	CKLFSF4	ENSG00000183723	Q8IZR5	Golgi apparatus, Vesicles, Plasma membrane
CMTM5	CKLFSF5, FLJ37521	ENSG00000166091	Q96DZ9	Golgi apparatus, Vesicles
CNKSR2	CNK2, KIAA0902, KSR2	ENSG00000149970	Q8WXI2	Golgi apparatus, Plasma membrane
COG2	LDLC	ENSG00000135775	Q14746	Golgi apparatus
COG3	SEC34	ENSG00000136152	Q96JB2	Golgi apparatus, Plasma membrane
COG4	COD1, DKFZP586E1519	ENSG00000103051		Golgi apparatus
COG5	GOLTC1, GTC90	ENSG00000164597	Q9UP83	Golgi apparatus
COG6	COD2, KIAA1134	ENSG00000133103	Q9Y2V7	Nuclear speckles, Golgi apparatus
COG7		ENSG00000168434	P83436	Golgi apparatus
COG8		ENSG00000272617	Q96MW5	Golgi apparatus
COL16A1		ENSG00000084636	Q07092	Golgi apparatus, Plasma membrane, Cytosol
COL17A1	BP180, BPAG2	ENSG00000065618	Q9UMD9	Plasma membrane
COL18A1	KNO, KNO1, KS	ENSG00000182871	P39060	Golgi apparatus
COL4A3BP	CERT, GPBP, STARD11	ENSG00000113163	Q9Y5P4	Golgi apparatus
COL8A2	FECD, FECD1, PPCD, PPCD2	ENSG00000171812	P25067	Golgi apparatus
COLEC12	CL-P1, SCARA4, SRCL	ENSG00000158270	Q5KU26	Golgi apparatus, Vesicles
COMMD9	FLJ31106, HSPC166	ENSG00000110442	Q9P000	Nucleoplasm
COMP	EDM1, EPD1, MED, PSACH, THBS5	ENSG00000105664	P49747	Golgi apparatus
COMTD1	FLJ23841	ENSG00000165644	Q86VU5	Golgi apparatus
COPA	HEP-COP	ENSG00000122218	P53621	Nucleoplasm, Cytosol
COPB1	COPB	ENSG00000129083	P53618	Golgi apparatus, Vesicles, Cytosol
COPE	epsilon-COP	ENSG00000105669	O14579	Golgi apparatus
COPG1	COPG	ENSG00000181789	Q9Y678	Golgi apparatus
COQ10A	FLJ32452	ENSG00000135469	Q96MF6	Cytosol
CORO6	FLJ14871	ENSG00000167549	Q6QEF8	Golgi apparatus
CPA2		ENSG00000158516	P48052	Golgi apparatus
CPA3		ENSG00000163751	P15088	Golgi apparatus
CPEB4	KIAA1673	ENSG00000113742	Q17RY0	Nucleoplasm, Golgi apparatus
CPQ	LDP, PGCP	ENSG00000104324	Q9Y646	Golgi apparatus, Vesicles
CRYL1	GDH, lambda-CRY, MGC149525, MGC149526	ENSG00000165475	Q9Y2S2	Nucleoplasm, Nucleoli
CSF2RB	betaGMR, CD131, IL3RB, IL5RB	ENSG00000100368	P32927	Golgi apparatus
CST3		ENSG00000101439	P01034	Golgi apparatus, Vesicles
CTGF	CCN2, IGFBP8	ENSG00000118523	P29279	Golgi apparatus, Vesicles
CTNND2	GT24, NPRAP	ENSG00000169862	Q9UQB3	Nucleoplasm, Golgi apparatus, Cell Junctions
CTSL	CTSL1, FLJ31037	ENSG00000135047	P07711	Golgi apparatus
CTTN	EMS1	ENSG00000085733	Q14247	Plasma membrane, Cytosol
CUL5	VACM-1	ENSG00000166266	Q93034	Golgi apparatus, Cytosol
CUX1	CASP, CDP, CDP/Cut, CDP/Cux, CDP1, Clox, CUT, CUTL1, CUX, Cux/CDP, GOLIM6	ENSG00000257923	Q13948, P39880	Nucleoplasm, Golgi apparatus
CWF19L1	FLJ10998, hDrn1	ENSG00000095485	Q69YN2	Nucleoplasm, Golgi apparatus
CXCL16	CXCLG16, SR-PSOX, SRPSOX	ENSG00000161921	Q9H2A7	Golgi apparatus
CXXC4	IDAX	ENSG00000168772		Golgi apparatus
CYB5D1	FLJ32499	ENSG00000182224	Q6P9G0	Nucleoli, Golgi apparatus
CYB5R2		ENSG00000166394	Q6BCY4	Golgi apparatus
CYBRD1	CYB561A2, DCYTB, FLJ23462, FRRS3	ENSG00000071967	Q53TN4	Golgi apparatus, Cytosol
CYP2D6	CPD6, CYP2D, CYP2D7AP, CYP2D7BP, CYP2D7P2, CYP2D8P2, CYP2DL1, P450-DB1, P450C2D	ENSG00000100197	P10635	Golgi apparatus
CYP2U1	SPG49	ENSG00000155016	Q7Z449	Golgi apparatus
CYTH2	ARNO, CTS18.1, cytohesin-2, PSCD2, PSCD2L, Sec7p-L, Sec7p-like	ENSG00000105443	Q99418	Cytosol
DAPK2	DRP-1, MGC119312	ENSG00000035664	Q9UIK4	Golgi apparatus, Vesicles
DCBLD2	CLCP1, ESDN	ENSG00000057019	Q96PD2	Plasma membrane, Cytosol
DCC	IGDCC1, NTN1R1	ENSG00000187323	P43146	Golgi apparatus
DCLRE1C	A-SCID, ARTEMIS, FLJ11360, SCIDA, SNM1C	ENSG00000152457	Q96SD1	Nucleoplasm
DDX31	FLJ13633, FLJ14578, FLJ23349, PPP1R25	ENSG00000125485	Q9H8H2	Nucleoli
DDX54	APR-5, DP97, MGC2835	ENSG00000123064	Q8TDD1	Nucleoplasm, Nucleoli, Golgi apparatus
DENND4B	KIAA0476	ENSG00000198837	O75064	Nucleoplasm, Golgi apparatus
DENND4C	bA513M16.3, C9orf55, C9orf55B, FLJ20686, RAB10GEF	ENSG00000137145	Q5VZ89	Golgi apparatus, Vesicles, Cytosol
DENND5A	FLJ22354, FLJ33829, FLJ43455, KIAA1091, RAB6IP1	ENSG00000184014	Q6IQ26	Golgi apparatus, Vesicles
DEPDC1B	BRCC3, XTP1	ENSG00000035499	Q8WUY9	Golgi apparatus
DHRS11	MGC4172, SDR24C1	ENSG00000278535	Q6UWP2	Cytosol
DHRS12	FLJ13639, SDR40C1	ENSG00000102796	A0PJE2	Nucleoplasm
DHX58	D11LGP2, LGP2	ENSG00000108771	Q96C10	Golgi apparatus, Cytosol
DKK2		ENSG00000155011	Q9UBU2	Golgi apparatus
DLC1	ARHGAP7, DLC-1, HP, p122-RhoGAP, STARD12	ENSG00000164741	Q96QB1	Nucleoplasm, Golgi apparatus, Vesicles
DLK1	Delta1, FA1, pG2, Pref-1, ZOG	ENSG00000185559	P80370	Golgi apparatus
DNAJC5	CLN4, DNAJC5A, FLJ00118, FLJ13070	ENSG00000101152	Q9H3Z4	Golgi apparatus
DNM2	CMT2M, CMTDI1, CMTDIB, DI-CMTB, DYN2, DYNII	ENSG00000079805	P50570	Golgi apparatus, Cytosol
DNM3	KIAA0820	ENSG00000197959	Q9UQ16	Golgi apparatus
DNMBP	ARHGEF36, KIAA1010, Tuba	ENSG00000107554	Q6XZF7	Nucleoli, Golgi apparatus, Cytosol
DOCK4	FLJ34238, KIAA0716	ENSG00000128512	Q8N1I0	Nucleoli, Plasma membrane
DPH5	CGI-30	ENSG00000117543	Q9H2P9	Golgi apparatus
DPP7	DPP2, DPPII	ENSG00000176978	Q9UHL4	Golgi apparatus, Vesicles
DPY30	Cps25, HDPY-30, Saf19	ENSG00000162961	Q9C005	Nucleoplasm
DRAM2	MGC54289, PRO180, RP5-1180E21.1, TMEM77, WWFQ154	ENSG00000156171	Q6UX65	Golgi apparatus, Vesicles
DTX3	FLJ34766, RNF154	ENSG00000178498	Q8N9I9	Nucleoplasm, Nucleoli
DUSP10	MKP-5, MKP5	ENSG00000143507	Q9Y6W6	Nucleoplasm
DUX4		ENSG00000260596	Q9UBX2	Nucleoplasm, Nucleoli
DYM	DMC, FLJ20071, SMC	ENSG00000141627	Q7RTS9	Golgi apparatus
EAPP	BM036, C14orf11, FLJ20578	ENSG00000129518	Q56P03	Golgi apparatus
EBAG9	EB9, RCAS1	ENSG00000147654	O00559	Golgi apparatus
EDN1	ET1	ENSG00000078401	P05305	Nucleoli, Golgi apparatus
EFCAB14	KIAA0494	ENSG00000159658	O75071	Cytosol
EFHD1	FLJ13612	ENSG00000115468	Q9BUP0	Golgi apparatus
EHF	ESE3, ESEJ	ENSG00000135373	Q9NZC4	Nucleoplasm
EI24	EPG4, PIG8, TP53I8	ENSG00000149547	O14681	Endoplasmic reticulum, Cytosol
EMC9	C14orf122, CGI-112, FAM158A	ENSG00000100908	Q9Y3B6	Golgi apparatus
ENPP2	ATX, PD-IALPHA, PDNP2	ENSG00000136960	Q13822	Nucleoplasm, Golgi apparatus
ENPP6	MGC33971	ENSG00000164303	Q6UWR7	Golgi apparatus
ENTPD6	CD39L2, dJ738P15.3, IL6ST2, NTPDase-6	ENSG00000197586	O75354	Golgi apparatus
EPHA2	ECK	ENSG00000142627	P29317	Plasma membrane, Cell Junctions
EPS8		ENSG00000151491	Q12929	Golgi apparatus
ERAP2	L-RAP, LRAP	ENSG00000164308	Q6P179	Golgi apparatus
ERGIC2	Erv41, PTX1	ENSG00000087502	Q96RQ1	Golgi apparatus, Vesicles
ERI2	EXOD1, KIAA1504, MGC16943, ZGRF5	ENSG00000196678	A8K979	Nucleoplasm, Golgi apparatus
ERICH5	C8orf47, FLJ39553	ENSG00000177459	Q6P6B1	Golgi apparatus
ERMAP	BTN5, RD, SC	ENSG00000164010	Q96PL5	Golgi apparatus
ESCO2	EFO2, RBS	ENSG00000171320	Q56NI9	Nucleoplasm, Golgi apparatus
ESD		ENSG00000139684	P10768	Golgi apparatus
EXOC3L2	FLJ36147, XTP7	ENSG00000283632	Q2M3D2	Vesicles
EXT2	SOTV	ENSG00000151348	Q93063	Golgi apparatus
F5		ENSG00000198734	P12259	Golgi apparatus
FABP3	FABP11, H-FABP, MDGI, O-FABP	ENSG00000121769	P05413	Focal adhesion sites
FABP7	B-FABP, BLBP	ENSG00000164434	O15540	Nucleoplasm
FAM107B	C10orf45, FLJ45505, HITS, MGC11034	ENSG00000065809	Q9H098	Nucleoplasm
FAM114A1	Noxp20	ENSG00000197712	Q8IWE2	Golgi apparatus, Cytosol
FAM149A	DKFZP564J102, MST119, MSTP119	ENSG00000109794	A5PLN7	Golgi apparatus
FAM174A	NS5ATP6, TMEM157, UNQ1912	ENSG00000174132	Q8TBP5	Golgi apparatus
FAM178B	LOC51252	ENSG00000168754	Q8IXR5	Nuclear speckles
FAM184A	C6orf60, FLJ13942	ENSG00000111879	Q8NB25	Golgi apparatus
FAM198B	C4orf18, DKFZp434L142, ENED, FLJ38155	ENSG00000164125	Q6UWH4	Nucleoplasm, Golgi apparatus
FAM199X	CXorf39	ENSG00000123575	Q6PEV8	Golgi apparatus
